0.25784753363228696, 0.021739130434782705
0.28251121076233177, 0.03913043478260869
0.3139013452914797, 0.0565217391304349
0.3430493273542601, 0.08260869565217399
0.3721973094170403, 0.10434782608695659
0.39910313901345285, 0.13478260869565228
0.4282511210762332, 0.17826086956521747
0.4551569506726457, 0.20434782608695656
0.48430493273542596, 0.24347826086956526
0.5134529147982062, 0.28260869565217395
0.5426008968609866, 0.32173913043478275
0.5717488789237668, 0.35652173913043494
0.6278026905829596, 0.43478260869565233
0.68609865470852, 0.5086956521739132
1, 0.9826086956521741
